state,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
48,3,0.05,0.34,0.09,0.8,0.31,0.14,0.32,0.62,0.32,0.08,0.06,1,0.38,0.93,0.14,0.37,0.08,0.03,0.17,0.4,0.39,0.4,0.38,0.29,0.21,0.43,0.47,0.02,0.13,0.13,0.22,0.41,0.22,0.88,0.32,0.16,0.33,0.4,0.68,0.39,0.79,0.77,0.45,0.65,0.67,0.78,0.42,0.63,0.64,0.01,0.15,0.02,0.33,0.45,0.56,0.64,0.18,0.22,0.24,0.25,0.79,0.14,0.17,0.15,0.38,0.52,0.31,0.36,0.2,0.6,0,0.09,0.6,0.32,0.03,0.14,0.81,0.37,0.06,0.16,0.15,0.15,0.36,0.34,0.39,0.33,0.24,0.44,0.19,0,0,0.23,0.48,0.27,0.36,0.49,0.04,0.2,0.01,11000
36,3,0.04,0.62,0.06,0.91,0.15,0.07,0.38,0.39,0.27,0.36,0.05,0.92,0.79,0.7,0.22,0.75,0.44,0.1,0.57,0.76,0.59,0.57,0.55,0.41,0.42,1,0.86,0.01,0.08,0.15,0.18,0.58,0.16,0.61,0.27,0.6,0.13,0.68,0.14,0.36,0.16,0.15,0.6,0.95,0.93,0.91,0.89,0.35,0.47,0,0.06,0.02,0.17,0.24,0.26,0.28,0.12,0.15,0.15,0.15,0.8,0.07,0.24,0.27,0.64,0.68,0.27,0.9,0.05,0.32,0.5,0.04,0.77,0.85,0,0.68,0.52,0.01,0.27,0.6,0.57,0.53,0.57,0.63,0.81,0.68,0.66,0.64,0.79,0.01,0,0.3,0.81,0.81,0.8,0.86,0.11,0.08,0.44,2000
48,3,0.73,0.32,0.24,0.55,0.19,0.43,0.53,0.73,0.56,0.21,0.74,1,0.23,0.74,0.36,0.46,0.2,0.2,0.26,0.29,0.31,0.39,0.23,0.16,0.2,0.22,0.29,0.73,0.47,0.27,0.29,0.56,0.39,0.62,0.23,0.56,0.22,0.56,0.59,0.73,0.69,0.66,0.47,0.5,0.5,0.61,0.43,0.65,0.64,0.28,0.36,0.27,0.5,0.59,0.66,0.73,0.3,0.31,0.32,0.32,0.62,0.23,0.3,0.21,0.31,0.44,0.27,0.29,0.31,0.68,0,1,0.52,0.25,0.46,0.49,0.73,0.45,0.28,0.14,0.14,0.15,0.27,0.27,0.32,0.27,0.55,0.54,0.35,0.28,0.14,0.25,0.61,0.28,0.45,0.64,0.64,0.18,0.28,25000
53,3,0.04,0.34,0.03,0.9,0.2,0.05,0.37,0.41,0.23,0.41,0.05,1,0.41,0.58,0.46,0.66,0.41,0.26,0.65,0.47,0.41,0.4,0.43,0.2,0.38,0.27,0.38,0.02,0.19,0.1,0.14,0.56,0.29,0.56,0.24,0.83,0.18,0.73,0.47,0.28,0.5,0.5,0.41,0.66,0.72,0.75,0.65,0.43,0.43,0.01,0.13,0.01,0.3,0.25,0.38,0.41,0.08,0.06,0.08,0.08,0.91,0.05,0.2,0.19,0.37,0.43,0.3,0.57,0.08,0.42,0.5,0.04,0.81,0.54,0.15,0.62,0.46,0.14,0.07,0.13,0.13,0.15,0.22,0.21,0.21,0.23,0.08,0.04,0.18,0,0.01,0.11,0.35,0.48,0.62,0.57,0.09,0.08,0.38,10000
39,3,0.03,0.34,0.08,0.89,0.16,0.02,0.56,0.68,0.55,0.29,0.05,1,0.26,0.61,0.16,0.46,0.29,0.37,0.75,0.28,0.27,0.26,0.28,0.25,0.22,0.3,0.51,0.04,0.4,0.28,0.38,0.33,0.4,0.47,0.3,0.48,0.39,0.46,0.5,0.51,0.56,0.55,0.37,0.54,0.58,0.6,0.55,0.4,0.41,0.01,0.16,0.01,0.61,0.68,0.64,0.6,0.15,0.15,0.13,0.11,0.92,0.05,0.13,0.12,0.36,0.42,0.35,0.41,0.19,0.55,0,0.03,0.83,0.4,0.03,0.17,0.5,0.28,0.1,0.11,0.11,0.11,0.28,0.29,0.29,0.3,0.57,0.18,0.24,0,0,0.1,0.53,0.38,0.41,0.52,0.03,0.23,0.01,5000
47,3,0.02,0.33,0.18,0.86,0.02,0.01,0.43,0.5,0.35,0.5,0,0,0.13,0.39,0.26,0.29,0.59,0.52,0.41,0.15,0.18,0.18,0.18,0.11,0.43,0,0.55,0.04,0.53,0.83,0.76,0.16,0.51,0.31,1,0.24,0.88,0.19,0.7,0.34,0.74,0.76,0.35,0.42,0.41,0.37,0.39,0.47,0.41,0.01,0.25,0,0.13,0.42,0.45,0.38,0,0.01,0.02,0.01,0.97,0.01,0.12,0.12,0.33,0.34,0.36,0.48,0.1,0.57,0,0.03,0.78,0.48,0.04,0.37,0.56,0.75,0.21,0.06,0.05,0.06,0.06,0.1,0.1,0.11,0.31,0.35,0.35,0.01,0,0.01,0.81,0.56,0.76,0.82,0.04,0.11,0,16000
34,3,0.01,0.41,0.01,0.98,0.05,0.01,0.45,0.44,0.3,0.45,0.02,0.96,0.44,0.53,0.29,0.54,0.53,0.18,0.74,0.44,0.36,0.35,0.35,0.05,0.51,0.23,0.3,0.01,0.15,0.3,0.41,0.14,0.18,0.52,0.59,0.22,0.51,0.24,0.42,0.33,0.4,0.42,0.45,0.72,0.72,0.79,0.66,0.67,0.53,0,0.1,0,0,0.14,0.12,0.13,0,0.02,0.01,0.01,0.95,0.05,0.14,0.15,0.46,0.51,0.28,0.77,0.05,0.4,0.5,0.01,0.88,0.72,0.35,0.59,0.42,0.14,0.23,0.18,0.18,0.19,0.35,0.4,0.38,0.4,0.49,0.21,0.4,0,0,0.05,0.6,0.77,0.89,0.82,0.07,0.05,0.06,4000
34,3,0,0.66,0.02,0.95,0.14,0.05,0.38,0.39,0.28,0.25,0.02,1,0.85,0.87,0.15,0.78,0.29,0.05,0.37,0.77,0.63,0.62,0.64,0.21,0.38,0.68,0.59,0,0.02,0.18,0.18,0.59,0.13,0.7,0.37,0.44,0.18,0.66,0.16,0.38,0.18,0.17,0.57,0.93,0.91,0.99,0.86,0.41,0.5,0,0.05,0.01,0.33,0.31,0.31,0.27,0.22,0.17,0.16,0.13,0.8,0.04,0.2,0.24,0.68,0.65,0.62,0.94,0.05,0.11,0.5,0,0.92,0.94,0.14,0.4,0.42,0.01,0.24,0.6,0.56,0.54,0.79,0.89,1,0.99,0.6,0.61,0.79,0,0,0.27,0.55,0.79,0.76,0.74,0.02,0.12,0.26,1000
28,3,0.02,0.37,1,0.09,0.02,0.01,0.46,0.45,0.27,0.61,0,0,0.09,0.29,0.23,0.25,0.64,0.77,0.53,0.11,0.15,0.35,0.14,0.23,0.21,0,0.11,0.06,0.89,0.55,0.66,0.25,0.61,0.22,0.33,0.44,0.47,0.36,0.63,0.52,0.63,0.67,0.56,0.1,0.07,0.14,0,0.84,0.62,0.06,1,0,0,0.39,0.61,0.75,0,0.02,0.03,0.03,0.98,0.02,0.45,0.36,0.4,0.38,0.44,0.43,0.27,0.55,0.5,0.05,0.56,0.45,0.36,0.5,0.4,0.57,0.56,0.05,0.05,0.05,0.03,0.09,0.14,0.16,0.7,0.49,0.56,0,0,0.02,0.86,0.67,0.87,0.8,0.04,0.13,0.04,29000
25,3,0.01,0.63,0.02,0.94,0.18,0.02,0.4,0.33,0.24,0.18,0.02,0.9,1,0.85,0.3,0.91,0.23,0.1,0.34,1,0.98,0.95,0.67,0.62,0.72,0,0.43,0,0.02,0.04,0.04,1,0.1,0.73,0.53,0.65,0.09,1,0.15,0.33,0.21,0.19,0.58,0.94,0.96,0.95,0.75,0.45,0.48,0,0.04,0.01,0.18,0.26,0.36,0.34,0.09,0.11,0.14,0.12,0.89,0.03,0.15,0.18,0.68,0.68,0.39,0.94,0.01,0.05,1,0,0.94,0.92,0,0.56,0.54,0.01,0.12,0.74,0.81,0.87,0.18,0.58,1,0.54,0.54,0.46,0.54,0,0,0.21,0.56,0.83,0.74,0.73,0.07,0.05,0.12,10000
34,3,0.06,0.61,0.02,0.93,0.19,0.06,0.41,0.43,0.33,0.41,0.07,1,0.78,0.74,0.24,0.77,0.45,0.09,0.44,0.75,0.69,0.67,0.31,0.12,0.62,0.31,0.6,0.01,0.04,0.2,0.23,0.58,0.2,0.6,0.44,0.42,0.19,0.65,0.16,0.42,0.19,0.18,0.54,0.92,0.91,0.9,0.79,0.21,0.37,0,0.04,0.03,0.17,0.23,0.25,0.28,0.13,0.15,0.15,0.15,0.75,0.1,0.22,0.24,0.6,0.64,0.26,0.89,0.04,0.24,0.5,0.03,0.89,0.84,0.21,0.57,0.48,0.02,0.12,0.63,0.65,0.64,0.62,0.69,0.84,0.67,0.52,0.57,0.5,0,0,0.32,0.64,0.77,0.71,0.82,0.07,0.16,0.23,5000
53,3,0.02,0.6,0.11,0.39,0.15,0.76,0.53,0.57,0.39,0.35,0.03,0.98,0.1,0.42,0.45,0.24,0.48,0.63,0.39,0.11,0.1,0.16,0.15,0.14,0.21,0.13,0.15,0.06,0.88,0.85,0.75,0.12,0.79,0.36,0.39,0.23,0.59,0.17,0.65,0.49,0.66,0.68,0.74,0.39,0.44,0.36,0.49,0.33,0.31,0.03,0.6,0.03,0.59,0.74,0.71,0.73,0.9,0.99,0.87,0.81,0.31,1,0.8,0.7,0.63,0.52,0.74,0.27,0.81,0.69,0,0.04,0.54,0.34,0.45,0.44,0.52,0.76,0.5,0.07,0.05,0.05,0.12,0.13,0.12,0.11,0.57,0.28,0.32,0.04,0.03,0.65,0.36,0.24,0.29,0.29,0.06,0.07,0.09,36000
35,3,0,0.46,0.04,0.78,0.02,1,0.48,0.42,0.27,0.66,0,0,0.07,0.13,0.39,0.28,0.74,0.75,0.62,0.05,0.09,0.1,0.13,0.05,0.15,0.13,0.17,0.03,0.91,0.88,0.79,0.16,1,0,0.13,0.3,0.37,0.26,0.56,0.3,0.53,0.57,0.6,0.45,0.44,0.17,0.56,0.22,0.11,0.01,0.36,0.01,0.24,0.36,0.53,0.49,0.27,0.35,0.47,0.4,0.12,0.75,0.53,0.47,0.5,0.47,0.54,0.55,0.45,0.64,0,0.02,0.61,0.57,0.47,0.46,0.67,1,0.77,0.07,0.06,0.06,0.07,0.1,0.11,0.07,0.48,0.64,0.28,0,0,0.47,0.42,0.6,0.66,0.55,0.01,0.16,0.01,22000
9,3,0.11,0.39,0.3,0.69,0.1,0.17,0.26,0.46,0.26,0.4,0.12,1,0.6,0.7,0.26,0.63,0.38,0.19,0.34,0.61,0.62,0.67,0.38,0.15,0.46,0.43,0.53,0.04,0.12,0.27,0.34,0.47,0.26,0.69,0.46,0.37,0.28,0.55,0.42,0.52,0.46,0.46,0.46,0.62,0.59,0.7,0.57,0.52,0.56,0.05,0.38,0.07,0.26,0.37,0.42,0.45,0.24,0.3,0.32,0.31,0.67,0.23,0.27,0.24,0.42,0.46,0.37,0.56,0.17,0.54,0.5,0.09,0.81,0.54,0.29,0.47,0.4,0.09,0.22,0.64,0.65,0.66,0.56,0.64,0.83,0.67,0.51,0.61,0.74,0.07,0.02,0.39,0.46,0.66,0.8,0.64,0.06,0.29,0.46,17000
39,3,0.06,0.36,0.21,0.83,0.02,0.01,0.37,0.45,0.3,0.47,0.07,1,0.23,0.41,0.1,0.38,0.56,0.48,0.67,0.26,0.27,0.28,0.21,0.09,0.15,0.26,0.33,0.06,0.4,0.35,0.49,0.19,0.51,0.38,0.7,0.36,0.59,0.31,0.7,0.28,0.68,0.72,0.4,0.49,0.5,0.47,0.52,0.38,0.35,0.03,0.3,0,0.11,0.13,0.15,0.26,0.01,0.01,0.01,0.01,0.96,0.04,0.19,0.18,0.39,0.41,0.38,0.52,0.1,0.56,0,0.05,0.8,0.51,0.22,0.39,0.38,0.48,0.16,0.09,0.09,0.1,0.17,0.19,0.21,0.23,0.48,0.22,0.39,0.01,0,0.02,0.73,0.55,0.76,0.81,0.06,0.19,0.05,15000
25,3,0.01,0.47,0,0.99,0.03,0.04,0.38,0.43,0.29,0.5,0.02,0.79,0.41,0.55,0.15,0.5,0.58,0.24,0.62,0.4,0.31,0.3,0.46,0.71,0.07,0.98,0.5,0.01,0.09,0.54,0.58,0.17,0.27,0.61,0.77,0.25,0.63,0.25,0.28,0.37,0.26,0.28,0.5,0.82,0.83,0.89,0.8,0.7,0.73,0,0.12,0.02,0.09,0.1,0.1,0.12,0.11,0.1,0.09,0.1,0.5,0.36,0.15,0.16,0.51,0.56,0.32,0.78,0.06,0.4,0.5,0.01,0.9,0.74,0.06,0.68,0.44,0.09,0.15,0.32,0.31,0.29,0.34,0.39,0.45,0.41,0.42,0.34,0.53,0,0,0.48,0.76,0.84,0.93,0.87,0.08,0.06,0.01,14000
6,3,0.25,0.62,0.31,0.4,0.24,0.64,0.45,0.57,0.37,0.3,0.26,1,0.23,0.45,0.11,0.28,0.4,0.89,0.47,0.22,0.19,0.26,0.21,0.15,0.18,0.22,0.26,0.33,0.6,0.43,0.56,0.19,0.73,0.34,0.26,0.45,0.45,0.29,0.72,0.54,0.77,0.78,0.7,0.36,0.36,0.36,0.39,0.2,0.18,0.23,0.64,0.17,0.5,0.59,0.66,0.69,0.54,0.56,0.57,0.55,0.5,0.54,0.66,0.59,0.63,0.55,0.71,0.36,0.67,0.68,0,0.23,0.71,0.41,0.81,0.31,0.5,0.47,0.25,0.21,0.21,0.22,0.36,0.37,0.41,0.36,0.83,0.56,0.19,0.48,0.31,0.46,0.51,0.34,0.53,0.66,0.16,0.25,0.1,100000
25,3,0.04,0.45,0.02,0.95,0.09,0.04,0.3,0.53,0.31,0.41,0.06,1,0.51,0.7,0.18,0.59,0.46,0.21,0.55,0.54,0.45,0.43,0.43,0.13,0.38,0.15,0.42,0.02,0.12,0.14,0.22,0.38,0.34,0.69,0.37,0.48,0.27,0.5,0.31,0.59,0.33,0.33,0.56,0.69,0.72,0.71,0.74,0.51,0.56,0.01,0.12,0.01,0.27,0.26,0.28,0.3,0.11,0.1,0.1,0.09,0.85,0.07,0.32,0.29,0.49,0.63,0.29,0.6,0.07,0.48,0.5,0.03,0.84,0.53,0.17,0.37,0.35,0.05,0.15,0.48,0.44,0.39,0.63,0.64,0.72,0.64,0.35,0.5,0.35,0,0,0.18,0.86,0.74,0.85,0.81,0.03,0.24,0.22,10000
5,3,0.06,0.41,0.15,0.86,0.05,0.01,0.6,0.65,0.55,0.35,0,0,0.19,0.56,0.76,0.34,0.44,0.29,0.33,0.23,0.25,0.25,0.16,0.15,0.15,0.16,0.19,0.07,0.43,0.45,0.46,0.33,0.29,0.53,0.41,0.5,0.45,0.36,0.49,0.44,0.52,0.53,0.4,0.62,0.62,0.73,0.67,0.62,0.61,0.01,0.13,0,1,1,1,0.92,0.09,0.07,0.06,0.05,0.97,0.03,0.12,0.12,0.38,0.41,0.36,0.52,0.1,0.49,0.5,0.08,0.68,0.51,0.17,0.45,0.71,0.52,0.24,0.09,0.1,0.11,0.16,0.19,0.19,0.19,0.51,0.29,0.37,0,0,0.03,0.71,0.42,0.54,0.65,0.21,0.05,0.01,24000
34,3,0.03,0.39,0.03,0.89,0.29,0.06,0.28,0.38,0.24,0.59,0.04,1,0.52,0.59,0.17,0.68,0.58,0.13,0.54,0.55,0.5,0.49,0.52,0.39,0.35,0.43,0.52,0.01,0.12,0.27,0.34,0.45,0.3,0.53,0.46,0.39,0.25,0.56,0.27,0.44,0.27,0.28,0.49,0.81,0.82,0.9,0.64,0.28,0.42,0,0.04,0.02,0.36,0.36,0.39,0.42,0.27,0.23,0.23,0.23,0.75,0.15,0.21,0.2,0.43,0.56,0.18,0.7,0.06,0.51,0.5,0.02,0.88,0.61,0.09,0.53,0.15,0.03,0.03,0.52,0.48,0.45,0.56,0.56,0.62,0.57,0.37,0.58,0.9,0,0,0.31,0.74,0.84,0.79,0.82,0.01,0.67,0.49,12000
55,3,0,0.67,0.01,0.97,0.07,0.01,1,1,1,0.22,0,0,0.31,0.72,0.64,0.66,0.33,0.3,0.21,0.38,0.23,0.23,0.08,0.03,0.09,0.04,0.17,0.01,0.38,0.27,0.19,0.49,0.39,0.65,0.36,0.62,0.43,0.35,0.23,0.96,0.26,0.25,0.48,0.63,0.72,0.74,0.67,0.84,0.89,0,0.2,0,0.44,0.55,0.56,0.58,0.07,0.08,0.07,0.07,0.91,0.07,0.17,0.18,0.44,0.58,0.32,0.45,0.08,0.58,0,0,0.92,0.39,0,0.23,0.67,0.1,0,0.16,0.13,0.13,0.28,0.31,0.34,0.29,0.55,0.32,0.42,0,0,0.06,0.55,0.22,0.14,0.39,0.01,0.22,0.05,4000
40,3,0.07,0.39,0.32,0.65,0.11,0.05,0.44,0.53,0.33,0.36,0.08,1,0.25,0.63,0.18,0.4,0.36,0.24,0.78,0.25,0.26,0.28,0.24,0.17,0.21,0.34,0.37,0.05,0.29,0.17,0.29,0.26,0.41,0.54,0.2,0.38,0.37,0.34,0.67,0.31,0.74,0.74,0.44,0.51,0.51,0.56,0.52,0.67,0.65,0.03,0.27,0.01,0.38,0.35,0.33,0.39,0.06,0.05,0.04,0.05,0.93,0.04,0.2,0.19,0.42,0.42,0.45,0.54,0.17,0.46,0.5,0.13,0.55,0.55,0.12,0.55,0.56,0.33,0.22,0.07,0.07,0.08,0.22,0.22,0.22,0.24,0.38,0.33,0.18,0.02,0,0.07,0.6,0.53,0.72,0.64,0.07,0.18,0,21000
47,3,0.25,0.29,0.31,0.74,0.06,0.01,0.51,0.63,0.52,0.5,0.26,1,0.14,0.42,0.18,0.37,0.56,0.47,0.45,0.18,0.24,0.26,0.18,0.15,0.2,0.19,0.42,0.29,0.55,0.43,0.51,0.34,0.45,0.36,0.27,0.57,0.41,0.43,0.66,0.59,0.68,0.7,0.32,0.38,0.38,0.55,0.38,0.48,0.44,0.13,0.39,0.02,0.85,0.77,0.79,0.75,0.12,0.09,0.09,0.08,0.95,0.03,0.13,0.11,0.23,0.31,0.22,0.4,0.1,0.66,0,0.34,0.66,0.38,0.54,0.41,0.44,0.38,0.16,0.07,0.07,0.08,0.13,0.17,0.2,0.17,0.5,0.4,0.49,0.21,0.3,0.05,0.72,0.48,0.64,0.65,0.22,0.18,0.11,70000
39,3,0.1,0.47,0.27,0.67,0.02,0.31,0.46,0.48,0.3,0.44,0.11,1,0.21,0.37,0.1,0.35,0.54,0.71,0.7,0.23,0.19,0.21,0.19,0.19,0.51,0.21,0.26,0.13,0.52,0.39,0.57,0.1,0.62,0.3,0.7,0.39,0.72,0.22,0.57,0.41,0.61,0.62,0.56,0.41,0.41,0.4,0.44,0.3,0.23,0.06,0.37,0.01,0.05,0.08,0.07,0.07,0.01,0.01,0.01,0.01,0.71,0.17,0.34,0.32,0.51,0.51,0.51,0.52,0.16,0.43,0.5,0.07,0.82,0.53,0.46,0.56,0.35,0.52,0.18,0.09,0.08,0.08,0.16,0.19,0.19,0.21,0.56,0.18,0.37,0.01,0.01,0.08,0.73,0.69,0.89,0.83,0.07,0.25,0.04,13000
41,3,0.07,0.31,0.02,0.84,0.47,0.06,0.32,0.51,0.28,0.26,0.08,1,0.37,0.73,0.19,0.59,0.26,0.14,0.32,0.41,0.41,0.41,0.29,0.26,0.28,0.27,0.34,0.03,0.16,0.09,0.12,0.58,0.19,0.75,0.43,0.35,0.24,0.57,0.55,0.4,0.69,0.66,0.4,0.65,0.72,0.74,0.63,0.5,0.56,0.01,0.13,0.03,0.37,0.45,0.55,0.62,0.25,0.27,0.3,0.31,0.81,0.11,0.14,0.12,0.34,0.5,0.26,0.4,0.13,0.59,0,0.1,0.67,0.34,0.03,0.03,0.79,0.09,0.1,0.21,0.19,0.19,0.42,0.41,0.46,0.39,0.38,0.42,0.47,0,0,0.29,0.35,0.23,0.3,0.34,0.04,0.32,0.28,13000
48,3,0,0.62,0.3,0.42,0.02,0.72,0.52,0.53,0.34,0.28,0,0,0.16,0.53,0.06,0.25,0.41,0.48,0.31,0.15,0.13,0.17,0.16,0.42,0,0.19,0.22,0.02,0.64,0.74,0.74,0.08,0.64,0.41,0.58,0.16,0.67,0.11,0.65,0.34,0.57,0.63,0.76,0.6,0.56,0.65,0.59,0.06,0.09,0.01,0.28,0.01,0.15,0.3,0.35,0.42,0.12,0.21,0.21,0.24,0.45,0.42,0.63,0.6,0.68,0.66,0.7,0.45,0.65,0.67,0,0.05,0.05,0.47,0.75,0.63,0.42,1,0.87,0.04,0.03,0.03,0.16,0.17,0.16,0.17,0.41,0.27,0.54,0,0,0.33,0.69,0.46,0.79,0.85,0.03,0.08,0.01,24000
23,3,0,0.39,0.01,0.97,0.03,0.01,0.51,0.56,0.41,0.42,0,0,0.19,0.57,0.37,0.42,0.49,0.54,0.56,0.22,0.21,0.2,0.16,0.09,0.11,0.01,0.64,0.01,0.33,0.44,0.42,0.25,0.38,0.51,0.28,0.53,0.54,0.42,0.41,0.45,0.45,0.45,0.36,0.61,0.64,0.7,0.61,0.57,0.62,0,0.08,0,0.17,0.17,0.25,0.22,0.06,0.06,0.08,0.06,0.86,0.01,0.1,0.11,0.37,0.44,0.3,0.54,0.09,0.6,0,0.01,0.75,0.51,0.03,0.44,0.35,0.28,0.56,0.08,0.08,0.08,0.25,0.24,0.23,0.22,0.69,0.35,0.58,0,0,0.16,0.78,0.48,0.78,0.71,0.22,0.01,0.01,4000
40,3,0.05,0.6,0.03,0.85,0.08,0.06,0.51,0.54,0.3,0.12,0.06,1,0.35,0.83,0.16,0.35,0.19,0.17,0.37,0.31,0.22,0.22,0.27,0.17,0.24,0.29,0.27,0.03,0.2,0.14,0.29,0.21,0.25,0.73,0.36,0.32,0.5,0.29,0.46,0.24,0.58,0.55,0.59,0.72,0.72,0.81,0.59,0.57,0.65,0.01,0.06,0.01,0.16,0.18,0.32,0.39,0.02,0.02,0.04,0.04,0.93,0.03,0.21,0.24,0.66,0.62,0.72,0.68,0.15,0.19,0.5,0.07,0.66,0.7,0.31,0.58,0.73,0.23,0.16,0.09,0.07,0.07,0.23,0.28,0.3,0.34,0.4,0.38,0.31,0,0,0.06,0.63,0.47,0.44,0.74,0.06,0.16,0.01,14000
55,3,0.11,0.46,0.12,0.85,0.03,0.11,0.43,0.51,0.33,0.43,0.13,1,0.27,0.51,0.09,0.53,0.55,0.48,0.65,0.28,0.24,0.25,0.16,0.22,0.35,0.16,0.21,0.09,0.33,0.31,0.46,0.18,0.5,0.46,0.65,0.39,0.55,0.27,0.54,0.46,0.54,0.56,0.51,0.5,0.53,0.56,0.57,0.55,0.57,0.06,0.33,0.03,0.22,0.25,0.26,0.27,0.08,0.08,0.07,0.07,0.83,0.1,0.27,0.25,0.46,0.52,0.38,0.57,0.14,0.55,0.5,0.07,0.86,0.54,0.21,0.34,0.31,0.26,0.17,0.11,0.1,0.09,0.25,0.26,0.28,0.26,0.44,0.34,0.4,0.04,0,0.14,0.67,0.57,0.74,0.63,0.06,0.31,0.11,22000
39,3,0.02,0.32,0.15,0.87,0.04,0.01,0.37,0.39,0.25,0.61,0,0,0.18,0.22,0.21,0.46,0.64,0.59,0.68,0.23,0.25,0.24,0.3,0.27,0.58,1,0.41,0.04,0.52,0.37,0.53,0.21,0.73,0.24,0.55,0.49,0.55,0.37,0.65,0.3,0.67,0.69,0.37,0.47,0.52,0.42,0.56,0.4,0.39,0.01,0.21,0,0.45,0.33,0.41,0.4,0.04,0.03,0.03,0.03,0.96,0.04,0.15,0.13,0.33,0.34,0.35,0.51,0.07,0.55,0,0.04,0.71,0.51,0.14,0.67,0.15,0.51,0.17,0.07,0.07,0.08,0.1,0.13,0.14,0.16,0.55,0.26,0.42,0,0,0.03,0.88,0.62,0.82,0.83,0.02,0.23,0.05,17000
6,3,0.17,0.35,0.03,0.84,0.21,0.17,0.36,0.42,0.28,0.53,0.18,1,0.39,0.41,0.28,0.57,0.53,0.35,0.6,0.4,0.42,0.43,0.26,0.16,0.26,0.29,0.35,0.08,0.21,0.17,0.23,0.43,0.26,0.51,0.26,0.44,0.32,0.45,0.6,0.42,0.75,0.71,0.39,0.55,0.6,0.66,0.51,0.51,0.57,0.04,0.17,0.07,0.36,0.48,0.54,0.56,0.25,0.29,0.3,0.28,0.8,0.18,0.23,0.2,0.37,0.35,0.42,0.46,0.2,0.56,0,0.11,0.85,0.48,0.06,0.14,0.71,0.1,0.07,0.51,0.5,0.51,0.57,0.56,0.65,0.55,0.73,0.68,0.17,0.13,0.08,0.29,0.58,0.34,0.57,0.71,0.1,0.28,0.13,22000
40,3,0.04,0.33,0.06,0.83,0.07,0.03,0.35,0.34,0.2,0.56,0,0,0.31,0.42,0.48,0.63,0.6,0.19,0.66,0.35,0.39,0.41,0.18,0.14,0.29,0.26,0.33,0.03,0.28,0.21,0.29,0.51,0.26,0.4,0.34,0.41,0.24,0.56,0.4,0.17,0.47,0.46,0.35,0.71,0.72,0.65,0.67,0.56,0.47,0.01,0.12,0,0.48,0.41,0.48,0.47,0.07,0.05,0.06,0.05,0.95,0.02,0.11,0.11,0.35,0.36,0.34,0.67,0.06,0.39,0.5,0.1,0.5,0.67,0.21,0.74,0.48,0.32,0.16,0.07,0.09,0.11,0.15,0.19,0.2,0.21,0.4,0.13,0.17,0,0,0.06,0.51,0.54,0.64,0.61,0.06,0.14,0,21000
42,3,0,0.46,0.08,0.91,0.08,0.02,0.34,0.51,0.26,0.21,0.02,0.98,0.64,0.84,0.26,0.72,0.23,0.03,0.3,0.61,0.56,0.55,0.41,1,0.58,0.27,0.62,0,0.02,0.07,0.08,0.72,0.14,0.73,0.44,0.56,0.15,0.8,0.31,0.41,0.3,0.31,0.47,0.87,0.83,0.92,0.77,0.18,0.26,0,0.03,0,0.35,0.32,0.36,0.39,0.11,0.09,0.09,0.09,0.91,0.01,0.17,0.17,0.48,0.58,0.23,0.73,0.02,0.33,0.5,0.01,0.77,0.66,0.05,0.33,0.77,0.06,0,0.39,0.38,0.37,0.64,0.56,0.65,0.64,0.3,0.56,0.19,0,0,0.13,0.61,0.46,0.43,0.5,0.04,0.08,0.23,3000
